"osm_id","fclass","name","source_layer","footfall_domingo","footfall_lunes","footfall_martes","footfall_miercoles","footfall_jueves","footfall_viernes","footfall_sabado","footfall_manana_weekend","footfall_tarde_weekend","footfall_noche_weekend","footfall_madrugada_weekend","footfall_manana_semana","footfall_tarde_semana","footfall_noche_semana","footfall_madrugada_semana","avg_dwell","max_dwell","min_dwell","repeat_visit_rate_daily","peak_hour_weekday","peak_visits_weekday","peak_hour_weekend","peak_visits_weekend","total_devices","horas_con_movimiento_semana","horas_con_movimiento_finsemana"
"399682939","building","Dollar City","gis_osm_buildings_a_free_1","2.0","0.0","2.0","1.0","2.0","1.0","0.0","1.0","1.0","0.0","0.0","4.0","2.0","0.0","0.0","0.0","0","0","1.0","7","1","11","1","8","6","2"
"399741847","building","ACACCIBA de R.L.","gis_osm_buildings_a_free_1","0.0","0.0","0.0","2.0","0.0","3.0","2.0","1.0","1.0","0.0","0.0","0.0","4.0","1.0","0.0","169.0","189","149","1.0","14","2","6","1","7","4","2"
"286116987","pitch","Cancha Liceo San Luis","gis_osm_pois_a_free_1","0.0","4.0","0.0","2.0","3.0","4.0","4.0","1.0","0.0","1.0","2.0","2.0","3.0","1.0","7.0","0.0","0","0","3.4","5","2","10","1","5","13","4"
"400063327","building","Impressa Repuestos","gis_osm_buildings_a_free_1","0.0","1.0","0.0","2.0","0.0","2.0","3.0","0.0","3.0","0.0","0.0","1.0","4.0","0.0","0.0","242.0","242","242","1.14","15","2","14","2","7","4","2"
"379462033","building","Comida a la Vista y Pupuseria","gis_osm_buildings_a_free_1","0.0","2.0","1.0","1.0","2.0","3.0","2.0","2.0","0.0","0.0","0.0","7.0","6.0","0.0","0.0","131019.0","341766","11170","3.67","9","2","8","2","3","9","2"
"6174177","school","Centro Escolar Francisco Ignacio Cordero","gis_osm_pois_a_free_1","1.0","2.0","3.0","1.0","1.0","3.0","1.0","2.0","0.0","1.0","0.0","4.0","1.0","3.0","2.0","6701.0","24623","334","4.0","10","2","11","1","3","9","4"
"400824933","building","La Palma","gis_osm_buildings_a_free_1","0.0","3.0","0.0","3.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","3.0","2.0","5.0","0.0","87027.0","87027","87027","1.13","18","4","-1","0","8","5","0"
"1126389406","university","Decanatos y Rectoria UMA","gis_osm_pois_a_free_1","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","3.0","1.0","0.0","1.0","0.0","0","0","1.0","9","1","15","1","7","6","2"
"378569450","building","Aneztia Floristeria","gis_osm_buildings_a_free_1","1.0","0.0","2.0","1.0","0.0","2.0","2.0","2.0","0.0","1.0","0.0","2.0","1.0","2.0","0.0","0.0","0","0","1.0","20","2","22","1","8","4","3"
"398252021","building","Antigua Alcaldia Municipal","gis_osm_buildings_a_free_1","2.0","2.0","1.0","3.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","4.0","2.0","1.0","0.0","0.0","0","0","1.5","11","1","19","1","6","6","2"
"396042330","building","Farmacia Virgen de Guadalupe","gis_osm_buildings_a_free_1","3.0","0.0","1.0","0.0","0.0","1.0","1.0","4.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","1287.0","1567","1006","1.0","11","1","7","3","6","2","2"
"448246222","building","Colegio San Francisco Javier","gis_osm_buildings_a_free_1","2.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","3.0","1.0","0.0","1.0","61.0","61","61","1.17","7","2","6","1","6","4","2"
"396303730","building","La Canchita","gis_osm_buildings_a_free_1","3.0","1.0","0.0","1.0","3.0","0.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","5.0","0.0","1358.0","2213","361","1.5","21","2","0","1","6","3","5"
"399748194","building","Academia Americana de Idiomas","gis_osm_buildings_a_free_1","1.0","4.0","0.0","0.0","0.0","1.0","1.0","2.0","0.0","0.0","0.0","1.0","4.0","0.0","0.0","0.0","0","0","1.0","15","1","11","2","7","5","1"
"378330808","building","Almacenes Tropigas","gis_osm_buildings_a_free_1","0.0","1.0","0.0","0.0","1.0","2.0","4.0","1.0","2.0","0.0","1.0","2.0","2.0","0.0","0.0","0.0","0","0","1.0","13","2","5","1","8","3","4"
"440522786","building","Iglesia San Carlos Borronco","gis_osm_buildings_a_free_1","3.0","0.0","0.0","1.0","2.0","0.0","0.0","2.0","0.0","1.0","0.0","1.0","2.0","0.0","0.0","1492.0","2273","710","1.0","13","1","9","2","6","3","3"
"400851022","building","Lui Christ Instituto de Cosmética","gis_osm_buildings_a_free_1","0.0","1.0","0.0","1.0","0.0","3.0","2.0","2.0","0.0","0.0","0.0","1.0","4.0","0.0","0.0","1395.0","1395","1395","1.4","12","1","8","1","5","4","2"
"1189998953","building","Juzgado De Lo Civil y Mercantil","gis_osm_buildings_a_free_1","1.0","0.0","2.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","3.0","2.0","0.0","0.0","0.0","0","0","1.0","13","2","5","1","6","4","1"
"291394825","pitch","Estadio Nacional Jorge «El Mágico» González","gis_osm_pois_a_free_1","0.0","1.0","0.0","0.0","2.0","0.0","2.0","0.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","0","0","1.0","15","1","18","1","5","3","3"
"6174225","school","Centro Escolar Padre Vicente Aguilar","gis_osm_pois_a_free_1","2.0","2.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","4.0","0.0","0.0","1.0","3.0","1.0","44676.0","166327","1108","2.67","22","1","22","2","3","4","5"
"140302578","building","Evolution Car Wash","gis_osm_buildings_a_free_1","2.0","1.0","0.0","0.0","1.0","1.0","2.0","3.0","2.0","0.0","0.0","2.0","1.0","0.0","0.0","2348.0","4450","246","1.0","6","1","11","2","7","3","4"
"378182122","building","Dulce y Salado","gis_osm_buildings_a_free_1","1.0","1.0","0.0","0.0","2.0","3.0","0.0","0.0","0.0","1.0","0.0","3.0","0.0","3.0","0.0","0.0","0","0","1.0","21","2","18","1","7","5","1"
"396043444","building","Palace","gis_osm_buildings_a_free_1","0.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","1.0","2.0","2.0","1.0","11407.0","11407","11407","1.33","14","2","9","1","6","7","2"
"312887373","building","Auto Hotel Senorial","gis_osm_buildings_a_free_1","5.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","2.0","2.0","1.0","1.0","0.0","0.0","0.0","1711.0","1711","1711","1.0","8","1","17","1","7","1","6"
"378490126","building","Farmacia Sarahi","gis_osm_buildings_a_free_1","1.0","1.0","1.0","3.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","2.0","4.0","1.0","0.0","5788.0","5788","5788","1.14","15","2","23","1","7","6","1"
"367746278","pitch","Cancha Municipal de Baloncesto","gis_osm_pois_a_free_1","0.0","1.0","0.0","0.0","1.0","3.0","2.0","1.0","0.0","1.0","0.0","0.0","2.0","3.0","0.0","2970.0","5606","333","1.17","20","2","11","1","6","4","3"
"562057183","building","28","gis_osm_buildings_a_free_1","4.0","2.0","1.0","3.0","3.0","3.0","1.0","2.0","0.0","1.0","4.0","0.0","0.0","3.0","9.0","12906.0","26428","2218","5.67","0","3","6","2","3","9","5"
"660089781","building","Subway","gis_osm_buildings_a_free_1","2.0","1.0","2.0","0.0","0.0","0.0","3.0","4.0","3.0","0.0","0.0","2.0","1.0","0.0","0.0","0.0","0","0","1.14","10","1","12","3","7","3","4"
"673713157","building","Parroquia San Geronimo Dr.","gis_osm_buildings_a_free_1","3.0","0.0","0.0","2.0","2.0","2.0","0.0","3.0","2.0","0.0","0.0","1.0","2.0","4.0","0.0","52763.0","238471","1512","4.5","20","2","12","1","2","5","6"
"378182136","building","Farmacia Virgen de Guadalupe","gis_osm_buildings_a_free_1","3.0","1.0","1.0","4.0","1.0","3.0","2.0","2.0","0.0","1.0","2.0","2.0","1.0","2.0","5.0","0.0","0","0","3.75","2","2","0","2","4","8","4"
"397124059","building","Depósito de Telas","gis_osm_buildings_a_free_1","1.0","1.0","0.0","1.0","0.0","2.0","3.0","3.0","0.0","1.0","0.0","1.0","3.0","0.0","0.0","0.0","0","0","1.0","17","2","19","1","8","3","4"
"378709785","building","Electrónica Vigil","gis_osm_buildings_a_free_1","0.0","1.0","1.0","2.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","3.0","4.0","1.0","0.0","0.0","0","0","1.0","7","2","-1","0","8","6","0"
"395656790","building","Edificio Seiko","gis_osm_buildings_a_free_1","0.0","0.0","2.0","4.0","4.0","4.0","1.0","0.0","1.0","0.0","0.0","7.0","6.0","4.0","0.0","0.0","0","0","3.0","9","3","14","1","5","10","1"
"399525664","building","Electrodomesticos","gis_osm_buildings_a_free_1","2.0","0.0","1.0","2.0","5.0","7.0","3.0","0.0","0.0","1.0","4.0","4.0","1.0","4.0","8.0","0.0","0","0","6.67","0","2","19","1","3","12","4"
"399325247","building","Ferrominera","gis_osm_buildings_a_free_1","0.0","2.0","0.0","1.0","2.0","1.0","2.0","0.0","1.0","0.0","1.0","4.0","1.0","0.0","1.0","0.0","0","0","1.0","8","2","0","1","8","5","2"
"396258476","building","Iglesia Bautista El Redentor","gis_osm_buildings_a_free_1","6.0","0.0","0.0","1.0","0.0","0.0","0.0","4.0","4.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","1.4","16","1","12","3","5","1","2"
"1258947734","park","parque belen","gis_osm_landuse_a_free_1","1.0","0.0","2.0","2.0","2.0","3.0","2.0","1.0","2.0","1.0","0.0","3.0","6.0","0.0","0.0","4002.0","4627","3377","2.0","10","2","21","1","6","6","4"
"538661646","cemetery","Cementerio Municipal","gis_osm_landuse_a_free_1","0.0","0.0","2.0","1.0","0.0","1.0","3.0","1.0","0.0","2.0","0.0","1.0","3.0","0.0","0.0","1075.0","1269","880","1.0","15","2","19","2","7","3","2"
"455441414","building","Super 7","gis_osm_buildings_a_free_1","0.0","0.0","2.0","1.0","2.0","2.0","2.0","1.0","1.0","0.0","0.0","2.0","0.0","4.0","1.0","0.0","0","0","1.0","18","2","12","1","9","5","2"
"388289892","building","Torre Montecristo","gis_osm_buildings_a_free_1","0.0","0.0","1.0","1.0","0.0","3.0","2.0","1.0","1.0","0.0","0.0","1.0","3.0","0.0","1.0","0.0","0","0","1.0","16","1","12","1","7","5","2"
"397342581","building","Pupusas Olocuilta","gis_osm_buildings_a_free_1","5.0","0.0","2.0","1.0","4.0","2.0","3.0","0.0","2.0","7.0","0.0","0.0","2.0","7.0","0.0","0.0","0","0","4.25","20","2","21","2","4","7","5"
"398588690","residential","Lotificación Pandora","gis_osm_landuse_a_free_1","0.0","0.0","0.0","0.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","3.0","1.0","0.0","9117.0","16348","1885","1.0","12","1","-1","0","3","7","0"
"400878301","building","Super A & F Market","gis_osm_buildings_a_free_1","2.0","0.0","2.0","1.0","2.0","0.0","0.0","1.0","1.0","0.0","0.0","2.0","1.0","2.0","0.0","719.0","1370","67","1.0","20","2","16","1","7","4","2"
"395690254","building","La Casa del Repuesto","gis_osm_buildings_a_free_1","0.0","2.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","0.0","0.0","3.0","3.0","0.0","0.0","239.0","434","105","1.33","9","2","11","1","6","5","2"
"524737303","school","Centro Escolar Jacqueline Kennedy","gis_osm_pois_a_free_1","0.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","8182.0","13288","3075","2.0","11","1","7","1","1","2","4"
"378231884","building","Carvajal","gis_osm_buildings_a_free_1","2.0","1.0","1.0","0.0","0.0","2.0","3.0","0.0","2.0","2.0","1.0","2.0","0.0","2.0","0.0","2613.0","3569","1657","1.29","20","2","0","1","7","4","5"
"509355673","park","Parque San Bernardino","gis_osm_landuse_a_free_1","0.0","2.0","1.0","1.0","3.0","2.0","0.0","0.0","0.0","0.0","0.0","6.0","2.0","1.0","0.0","771.0","771","771","1.29","9","2","-1","0","7","8","0"
"399934768","building","Banco Azul","gis_osm_buildings_a_free_1","0.0","1.0","2.0","1.0","0.0","3.0","1.0","1.0","0.0","0.0","0.0","6.0","1.0","0.0","0.0","117.0","117","117","1.0","9","2","10","1","8","4","1"
"399726922","building","Elements","gis_osm_buildings_a_free_1","0.0","3.0","2.0","0.0","0.0","1.0","3.0","1.0","1.0","1.0","0.0","2.0","3.0","1.0","0.0","0.0","0","0","1.13","15","2","16","1","8","5","3"
"1262074734","park","parque","gis_osm_landuse_a_free_1","1.0","3.0","1.0","2.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","4.0","2.0","34903.0","62711","9760","3.0","20","2","9","1","3","16","2"
"398418233","building","Pizza Boom","gis_osm_buildings_a_free_1","0.0","1.0","1.0","0.0","2.0","2.0","3.0","1.0","1.0","1.0","0.0","1.0","2.0","3.0","0.0","0.0","0","0","1.0","17","2","10","1","9","5","3"
"399487465","building","Óptica Ideal","gis_osm_buildings_a_free_1","3.0","3.0","1.0","0.0","1.0","1.0","6.0","1.0","2.0","6.0","0.0","2.0","0.0","3.0","1.0","4014.0","5955","713","3.0","22","2","20","2","5","6","7"
"139808470","building","Auto Pits","gis_osm_buildings_a_free_1","1.0","0.0","0.0","1.0","2.0","4.0","0.0","1.0","0.0","0.0","0.0","0.0","6.0","1.0","0.0","110.0","110","110","1.0","15","3","10","1","8","5","1"
"378748575","building","Esmeralda","gis_osm_buildings_a_free_1","0.0","1.0","2.0","3.0","4.0","2.0","2.0","2.0","2.0","0.0","0.0","8.0","8.0","0.0","0.0","2543.0","6782","695","4.67","13","2","10","2","3","7","3"
"298003642","pitch","Escuela Británica Cuscatleca","gis_osm_pois_a_free_1","0.0","3.0","0.0","0.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","3.0","2.0","3.0","0.0","0.0","0","0","1.17","18","3","-1","0","6","6","0"
"397528817","building","Centro Nacional De Registros","gis_osm_buildings_a_free_1","0.0","1.0","0.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","3.0","1.0","0.0","0.0","1332.0","1332","1332","1.0","8","1","10","2","6","4","1"
"400849204","building","Davivienda","gis_osm_buildings_a_free_1","1.0","1.0","1.0","0.0","2.0","1.0","2.0","0.0","2.0","1.0","0.0","4.0","2.0","0.0","0.0","1400.0","1586","1213","1.14","10","2","12","1","7","4","3"
"397374224","building","New Moon","gis_osm_buildings_a_free_1","0.0","1.0","2.0","1.0","1.0","1.0","3.0","0.0","1.0","2.0","0.0","2.0","2.0","1.0","1.0","0.0","0","0","1.0","11","1","23","2","9","6","2"
"680828375","stadium","Estadio Roque Molina","gis_osm_pois_a_free_1","1.0","0.0","3.0","1.0","1.0","1.0","1.0","0.0","2.0","0.0","0.0","1.0","4.0","4.0","0.0","10632.0","19387","3657","1.6","16","2","14","1","5","7","4"
"401268985","building","Tienda Sarita","gis_osm_buildings_a_free_1","0.0","0.0","1.0","0.0","4.0","3.0","2.0","2.0","2.0","0.0","0.0","7.0","4.0","0.0","0.0","18141.0","75292","90","2.5","11","3","9","1","4","6","6"
"1265537673","building","Gresa","gis_osm_buildings_a_free_1","0.0","2.0","1.0","4.0","1.0","2.0","3.0","2.0","1.0","0.0","0.0","8.0","2.0","0.0","0.0","247.0","488","99","3.25","7","1","7","1","4","3","2"
"794503957","building","ISDEM Regional Occidente","gis_osm_buildings_a_free_1","1.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","2.0","0.0","4.0","1.0","19020.0","19020","19020","1.8","20","3","9","1","5","7","2"
"396765843","building","Centro Odontológico ISBM","gis_osm_buildings_a_free_1","0.0","2.0","1.0","1.0","0.0","0.0","2.0","1.0","0.0","1.0","0.0","3.0","0.0","1.0","0.0","6721.0","6721","6721","1.0","11","2","19","1","6","4","2"
"401085734","building","Peluqueria ""Richard""","gis_osm_buildings_a_free_1","0.0","3.0","4.0","2.0","1.0","5.0","2.0","2.0","1.0","0.0","0.0","12.0","5.0","0.0","0.0","22326.0","80577","3530","17.0","15","1","7","1","1","11","6"
"400335031","building","Centro Medico Ahuachapán","gis_osm_buildings_a_free_1","0.0","2.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0","2.0","2.0","0.0","0.0","1834.0","4793","455","1.0","13","2","12","1","5","4","1"
"388484759","building","Mercado Municipal de Apaneca","gis_osm_buildings_a_free_1","2.0","2.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","0","0","1.0","17","2","15","1","6","3","2"
"397170176","building","Laboratorios Biológicos Veterinarios","gis_osm_buildings_a_free_1","1.0","2.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","1.0","0.0","3.0","0.0","0.0","1.0","0.0","0","0","1.0","9","1","22","1","6","4","2"
"399122966","building","Bodega 2","gis_osm_buildings_a_free_1","1.0","3.0","2.0","0.0","2.0","2.0","0.0","0.0","0.0","1.0","0.0","7.0","2.0","1.0","1.0","4500.0","16118","99","2.0","11","3","19","1","5","7","1"
"401461642","building","Casa Comunal Monseñor Romero","gis_osm_buildings_a_free_1","1.0","0.0","0.0","2.0","2.0","3.0","0.0","0.0","0.0","1.0","0.0","2.0","2.0","2.0","1.0","3202.0","3202","3202","1.6","5","1","18","1","5","8","1"
"422128057","park","Parque Menendez","gis_osm_landuse_a_free_1","1.0","1.0","2.0","4.0","0.0","3.0","0.0","0.0","1.0","0.0","0.0","4.0","1.0","4.0","1.0","0.0","0","0","1.57","8","3","16","1","7","8","1"
"396267099","building","Ceragem","gis_osm_buildings_a_free_1","0.0","3.0","1.0","1.0","0.0","3.0","1.0","1.0","0.0","0.0","0.0","1.0","5.0","2.0","0.0","0.0","0","0","1.0","14","3","10","1","9","4","1"
"1113446948","park","zona verde residencial Miraflores","gis_osm_landuse_a_free_1","0.0","0.0","2.0","2.0","0.0","1.0","2.0","0.0","1.0","1.0","0.0","0.0","2.0","3.0","0.0","0.0","0","0","1.0","18","2","21","1","7","4","2"
"395891733","building","Pupusería La Paciencia","gis_osm_buildings_a_free_1","1.0","1.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","2.0","0.0","2.0","1.0","1.0","0.0","1162.0","1213","1110","1.17","16","1","20","1","6","4","5"
"778695796","building","Edif. 6","gis_osm_buildings_a_free_1","0.0","1.0","3.0","2.0","3.0","3.0","1.0","1.0","1.0","0.0","0.0","8.0","3.0","2.0","0.0","0.0","0","0","2.17","13","2","10","1","6","7","2"
"1208406243","building","Embaja de Brasil","gis_osm_buildings_a_free_1","3.0","0.0","0.0","0.0","3.0","1.0","1.0","1.0","1.0","2.0","0.0","0.0","2.0","2.0","0.0","0.0","0","0","1.0","21","1","21","1","8","4","4"
"398561333","building","Ferretería Gity","gis_osm_buildings_a_free_1","1.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","2.0","0.0","1.0","1.0","1.0","1.0","153968.0","153968","153968","2.0","8","1","17","1","2","9","10"
"378216929","fuel","HI A","gis_osm_traffic_a_free_1","1.0","1.0","2.0","0.0","0.0","2.0","3.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","0.0","234.0","234","234","1.0","14","2","6","1","9","4","4"
"1120474081","building","Orden Masonica de Sonsonate","gis_osm_buildings_a_free_1","0.0","1.0","2.0","0.0","1.0","0.0","3.0","0.0","1.0","2.0","0.0","3.0","1.0","0.0","0.0","0.0","0","0","1.0","8","1","18","2","7","4","2"
"473348360","building","Cafeteria Koffe Mix","gis_osm_buildings_a_free_1","0.0","1.0","1.0","2.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","4.0","3.0","0.0","0.0","0","0","1.14","16","2","-1","0","7","5","0"
"611001991","park","redondel la montañita","gis_osm_landuse_a_free_1","1.0","0.0","1.0","2.0","1.0","3.0","0.0","0.0","1.0","0.0","0.0","4.0","1.0","2.0","0.0","0.0","0","0","1.0","18","2","16","1","8","5","1"
"343352254","park","Complejo Deportivo Banco Cuscatlán","gis_osm_landuse_a_free_1","1.0","2.0","1.0","2.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","3.0","2.0","1.0","0.0","0.0","0","0","1.17","13","1","7","1","6","5","1"
"397353591","building","Imperial - Industrias Metálicas","gis_osm_buildings_a_free_1","0.0","1.0","3.0","1.0","0.0","1.0","2.0","1.0","1.0","0.0","0.0","4.0","2.0","0.0","0.0","0.0","0","0","1.6","9","1","11","1","5","4","2"
"969280576","building","Alcaldía Municipal de Cojutepeque","gis_osm_buildings_a_free_1","1.0","2.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","4.0","0.0","0.0","0.0","460.0","510","409","1.0","11","3","15","1","5","3","1"
"321312349","building","La Prensa Grafica","gis_osm_buildings_a_free_1","0.0","3.0","4.0","4.0","3.0","3.0","0.0","0.0","0.0","0.0","0.0","9.0","6.0","4.0","0.0","4950.0","8725","664","5.67","10","3","-1","0","3","10","0"
"614133620","swimming_pool","Parque Acuatico Manantiales de Jiboa","gis_osm_pois_a_free_1","2.0","0.0","1.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","0.0","1.0","1.0","0.0","0.0","890.0","890","890","1.2","13","1","12","1","5","3","4"
"400851030","building","Sermevet","gis_osm_buildings_a_free_1","2.0","0.0","1.0","1.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","2.0","3.0","0.0","0.0","381.0","381","381","1.0","11","2","19","2","8","4","2"
"396780570","building","Policlínica De Especialdades y Medicima General","gis_osm_buildings_a_free_1","1.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","2.0","2.0","0.0","0.0","0","0","1.0","18","2","5","1","5","3","1"
"396098990","building","Eben-Ezer","gis_osm_buildings_a_free_1","0.0","0.0","2.0","0.0","2.0","0.0","4.0","2.0","1.0","1.0","0.0","2.0","2.0","0.0","0.0","2560.0","2560","2560","1.0","17","1","12","1","8","5","4"
"396752021","building","Mobil Lube Express","gis_osm_buildings_a_free_1","1.0","3.0","0.0","1.0","1.0","0.0","2.0","1.0","0.0","2.0","0.0","1.0","1.0","3.0","0.0","0.0","0","0","1.14","11","1","10","1","7","5","3"
"141584908","building","Centro Nacional de Artes CENAR","gis_osm_buildings_a_free_1","2.0","2.0","0.0","0.0","1.0","0.0","1.0","1.0","2.0","0.0","0.0","2.0","0.0","1.0","0.0","0.0","0","0","1.0","9","1","15","1","6","3","3"
"378558824","building","Hotel y Restaurante China House","gis_osm_buildings_a_free_1","1.0","1.0","0.0","0.0","0.0","0.0","3.0","0.0","3.0","0.0","1.0","0.0","1.0","0.0","0.0","3230.0","3531","2929","1.0","13","1","13","2","5","2","3"
"1307326463","building","Amway Corporation Store El Salvador","gis_osm_buildings_a_free_1","1.0","1.0","0.0","3.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","4.0","0.0","0.0","0.0","0","0","1.2","13","2","8","1","5","3","1"
"396780962","fuel","Gasolinera Alba Bolívar","gis_osm_traffic_a_free_1","1.0","2.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","2.0","2.0","1.0","0.0","1140.0","1140","1140","1.0","12","2","12","1","7","3","2"
"400819641","building","Parroquia Nuestra Señora de Candelaria","gis_osm_buildings_a_free_1","0.0","0.0","0.0","1.0","0.0","1.0","4.0","0.0","2.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0","0","1.2","15","1","12","2","5","2","3"
"400224243","pitch","cancha de fútbol","gis_osm_pois_a_free_1","0.0","1.0","2.0","3.0","2.0","2.0","2.0","0.0","1.0","1.0","0.0","7.0","7.0","0.0","0.0","103239.0","196625","18668","3.0","13","2","16","1","4","10","2"
"397157859","building","ConstruFácil","gis_osm_buildings_a_free_1","0.0","1.0","0.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","2.0","0.0","0.0","0.0","0","0","1.25","10","3","-1","0","4","9","0"
"401291763","building","Hotel Estadio","gis_osm_buildings_a_free_1","0.0","0.0","2.0","2.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","6.0","1.0","2.0","3.0","28904.0","107181","86","2.67","22","2","-1","0","3","15","0"
"399542301","building","Colegio Nuesto del Perpetuo Socorro","gis_osm_buildings_a_free_1","1.0","1.0","2.0","0.0","3.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","5.0","1.0","114.0","114","114","1.4","22","2","22","1","5","5","1"
"1190216631","residential","H","gis_osm_landuse_a_free_1","0.0","3.0","2.0","2.0","2.0","1.0","3.0","1.0","2.0","1.0","0.0","2.0","6.0","7.0","0.0","1333.0","4323","338","6.5","21","2","22","1","2","11","5"
"396273254","building","Jibsa Multiservicio","gis_osm_buildings_a_free_1","0.0","3.0","0.0","2.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","4.0","2.0","2.0","0.0","0.0","0","0","1.14","15","2","-1","0","7","6","0"
"473480107","school","Instituto Nacional de Sonzacate","gis_osm_pois_a_free_1","1.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","4.0","0.0","0.0","0.0","0.0","0","0","1.25","10","2","4","1","4","3","7"
"378567893","building","Pinturas Doble ""R""","gis_osm_buildings_a_free_1","1.0","1.0","0.0","0.0","1.0","1.0","3.0","2.0","1.0","1.0","0.0","2.0","1.0","0.0","0.0","146.0","146","146","1.0","15","1","12","1","7","3","4"
"397345623","building","Karaoke","gis_osm_buildings_a_free_1","1.0","0.0","0.0","1.0","0.0","4.0","2.0","0.0","0.0","1.0","2.0","0.0","1.0","3.0","1.0","0.0","0","0","1.6","20","2","0","2","5","6","5"
"379566593","building","Clínicas Medicas Andalucia","gis_osm_buildings_a_free_1","1.0","3.0","1.0","0.0","2.0","0.0","0.0","0.0","0.0","1.0","0.0","3.0","3.0","0.0","0.0","0.0","0","0","1.17","9","2","20","1","6","5","1"
"297798517","parking","La Joya Del Pacifico","gis_osm_traffic_a_free_1","3.0","0.0","1.0","0.0","0.0","0.0","4.0","2.0","2.0","2.0","1.0","0.0","1.0","0.0","0.0","0.0","0","0","1.0","15","1","18","2","8","1","6"
"398054525","building","Caja de Credito San Vicente","gis_osm_buildings_a_free_1","1.0","0.0","1.0","2.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0","3.0","0.0","0.0","449.0","784","113","1.0","12","1","11","1","6","4","2"
"395674310","school","Centro Escolar Dr. Darío González","gis_osm_pois_a_free_1","0.0","2.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","4.0","1.0","0.0","74.0","74","74","1.0","14","1","8","1","6","5","1"
"745335288","building","Iglesia de Alegría","gis_osm_buildings_a_free_1","1.0","0.0","0.0","2.0","1.0","2.0","0.0","0.0","0.0","1.0","0.0","2.0","1.0","2.0","0.0","0.0","0","0","1.2","19","2","18","1","5","6","1"
"398606708","building","Tabernaculo Biblico Bautista Amigos de Israel ""San Juan Opico""","gis_osm_buildings_a_free_1","0.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","1827.0","1827","1827","1.5","7","1","-1","0","2","3","0"
"378748564","building","Foto Karen","gis_osm_buildings_a_free_1","0.0","1.0","0.0","0.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","3.0","3.0","1.0","1.0","1591.0","1591","1591","1.0","14","2","-1","0","7","11","0"
"359561116","building","La Casa del Agricultor","gis_osm_buildings_a_free_1","0.0","1.0","0.0","1.0","2.0","1.0","2.0","1.0","1.0","0.0","0.0","3.0","2.0","2.0","0.0","114460.0","114460","114460","1.4","7","1","15","1","5","9","2"
