"osm_id","fclass","name","source_layer","footfall_domingo","footfall_lunes","footfall_martes","footfall_miercoles","footfall_jueves","footfall_viernes","footfall_sabado","footfall_manana_weekend","footfall_tarde_weekend","footfall_noche_weekend","footfall_madrugada_weekend","footfall_manana_semana","footfall_tarde_semana","footfall_noche_semana","footfall_madrugada_semana","avg_dwell","max_dwell","min_dwell","repeat_visit_rate_daily","peak_hour_weekday","peak_visits_weekday","peak_hour_weekend","peak_visits_weekend","total_devices","horas_con_movimiento_semana","horas_con_movimiento_finsemana"
"14883758","nature_reserve","Reserva de La Biosfera Trifinio","gis_osm_landuse_a_free_1","344.0","299.0","310.0","309.0","324.0","395.0","401.0","539.0","580.0","459.0","403.0","1204.0","1307.0","1145.0","907.0","31918.0","2560944","60","4.88","12","212","12","166","488","24","24"
"1083836455","nature_reserve","Reserva de La Biosfera Apaneca-Ilamatepec","gis_osm_landuse_a_free_1","1557.0","1089.0","1038.0","1080.0","1071.0","1465.0","1720.0","1925.0","2255.0","1531.0","1004.0","3516.0","3639.0","2837.0","2019.0","17904.0","2561351","60","3.68","12","590","15","657","2452","24","24"
"6462346","suburb","Barrio El Centro","gis_osm_places_a_free_1","301.0","433.0","479.0","464.0","452.0","611.0","546.0","356.0","401.0","190.0","39.0","1138.0","1191.0","508.0","137.0","3129.0","208141","61","2.22","14","221","11","106","1478","24","24"
"803474294","residential","Residencial Valle Tuscanía","gis_osm_landuse_a_free_1","138.0","129.0","130.0","131.0","131.0","185.0","193.0","207.0","197.0","204.0","201.0","510.0","426.0","573.0","486.0","45626.0","782679","62","4.43","21","79","22","49","234","24","24"
"6483184","suburb","Barrio San José","gis_osm_places_a_free_1","562.0","1032.0","1114.0","1103.0","1054.0","1366.0","1138.0","809.0","820.0","366.0","100.0","2882.0","2748.0","1423.0","257.0","6022.0","772776","60","2.98","15","443","10","213","2470","24","24"
"11155460","town","Metapán","gis_osm_places_a_free_1","129.0","133.0","127.0","133.0","144.0","160.0","162.0","204.0","221.0","171.0","149.0","488.0","539.0","436.0","374.0","0.0","0","0","5.23","14","82","12","60","189","24","24"
"136895397","airport","Aeropuerto Internacional de El Salvador","gis_osm_transport_a_free_1","309.0","297.0","292.0","321.0","326.0","380.0","373.0","350.0","299.0","179.0","107.0","858.0","905.0","439.0","263.0","5526.0","1291401","60","1.79","13","283","7","137","1286","24","24"
"6126961","suburb","Barrio Nuevo","gis_osm_places_a_free_1","241.0","298.0","311.0","338.0","352.0","413.0","421.0","329.0","350.0","215.0","107.0","832.0","946.0","594.0","258.0","20103.0","1510287","60","3.54","11","159","12","90","670","24","24"
"6594235","town","Municipio de San Luis La Herradura","gis_osm_places_a_free_1","352.0","125.0","100.0","127.0","118.0","209.0","362.0","417.0","588.0","347.0","237.0","388.0","487.0","317.0","226.0","14337.0","1180356","60","2.47","13","143","15","240","564","24","24"
"11594272","suburb","Colonia Ciudad Satélite","gis_osm_places_a_free_1","312.0","301.0","310.0","336.0","316.0","430.0","428.0","371.0","335.0","271.0","142.0","834.0","713.0","647.0","338.0","14501.0","1562640","60","2.65","18","135","10","89","917","24","24"
"10015233","suburb","Barrio San Antonio","gis_osm_places_a_free_1","442.0","457.0","518.0","546.0","507.0","701.0","736.0","531.0","523.0","283.0","97.0","1267.0","1228.0","680.0","187.0","9178.0","1535686","60","2.32","10","216","11","142","1683","24","24"
"10015219","suburb","Barrio Belén","gis_osm_places_a_free_1","507.0","536.0","580.0","578.0","613.0","762.0","797.0","609.0","566.0","405.0","135.0","1421.0","1484.0","967.0","256.0","12918.0","1124079","60","2.82","11","260","11","168","1548","24","24"
"220522560","residential","Urbanizacion Nuevo Lourdes","gis_osm_landuse_a_free_1","160.0","153.0","159.0","158.0","161.0","215.0","199.0","218.0","226.0","263.0","229.0","522.0","437.0","624.0","501.0","53010.0","2497079","61","4.88","19","92","22","65","247","24","24"
"8055353","suburb","Barrio El Calvario","gis_osm_places_a_free_1","552.0","1055.0","1047.0","1070.0","1013.0","1345.0","1174.0","886.0","832.0","320.0","136.0","2970.0","2986.0","1011.0","310.0","8358.0","1248956","60","2.84","11","527","11","247","2555","24","24"
"10015218","suburb","Barrio El Calvario","gis_osm_places_a_free_1","411.0","486.0","504.0","518.0","512.0","712.0","703.0","541.0","527.0","355.0","140.0","1221.0","1301.0","990.0","313.0","14952.0","818736","60","2.85","18","234","10","145","1349","24","24"
"441110557","residential","Metropoli San Gabriel","gis_osm_landuse_a_free_1","184.0","181.0","166.0","182.0","179.0","231.0","233.0","207.0","229.0","217.0","156.0","506.0","415.0","568.0","421.0","46632.0","1339942","60","3.18","19","92","19","62","427","24","24"
"6740260","suburb","Barrio San Jacinto","gis_osm_places_a_free_1","401.0","413.0","478.0","484.0","462.0","572.0","523.0","431.0","437.0","319.0","97.0","1179.0","1014.0","774.0","243.0","14607.0","1237625","60","2.84","18","196","11","116","1173","24","24"
"10015217","suburb","Barrio El Centro","gis_osm_places_a_free_1","280.0","378.0","418.0","418.0","420.0","514.0","538.0","421.0","360.0","192.0","63.0","1079.0","1005.0","461.0","152.0","4923.0","168175","60","2.33","10","210","9","115","1271","24","24"
"397507509","residential","Quintas De Santa Elena","gis_osm_landuse_a_free_1","139.0","152.0","153.0","173.0","164.0","201.0","180.0","226.0","227.0","219.0","211.0","624.0","547.0","655.0","547.0","43726.0","1118812","62","7.04","20","78","19","49","165","24","24"
"9257019","suburb","Colonia Escalón","gis_osm_places_a_free_1","3319.0","4169.0","4320.0","4444.0","4446.0","5818.0","5280.0","4703.0","5230.0","3436.0","1827.0","13468.0","15067.0","9940.0","3970.0","13969.0","2542713","60","5.8","14","2097","12","1306","5485","24","24"
"8790925","suburb","Colonia Layco","gis_osm_places_a_free_1","513.0","896.0","864.0","947.0","947.0","1148.0","986.0","734.0","669.0","396.0","134.0","2363.0","2344.0","1217.0","339.0","11517.0","846700","60","2.99","12","364","10","188","2110","24","24"
"6235278","suburb","Barrio Santa Lucía","gis_osm_places_a_free_1","169.0","220.0","222.0","222.0","208.0","280.0","237.0","221.0","240.0","134.0","85.0","633.0","648.0","393.0","221.0","26059.0","1565762","60","3.75","11","92","9","66","415","24","24"
"466278628","residential","Residencial San Rafael","gis_osm_landuse_a_free_1","109.0","111.0","95.0","101.0","109.0","136.0","118.0","169.0","168.0","148.0","135.0","422.0","413.0","439.0","336.0","27474.0","2239022","60","4.93","19","46","13","36","158","24","24"
"8067400","suburb","Colonia Flor Blanca","gis_osm_places_a_free_1","930.0","1708.0","1853.0","1875.0","1873.0","2389.0","1897.0","1353.0","1381.0","642.0","272.0","5066.0","5143.0","2269.0","675.0","9556.0","1074969","60","3.36","11","808","12","367","3724","24","24"
"429991115","residential","Cima 4","gis_osm_landuse_a_free_1","140.0","123.0","122.0","134.0","128.0","154.0","151.0","233.0","214.0","207.0","198.0","497.0","436.0","560.0","424.0","73650.0","2483483","65","6.35","19","70","21","50","150","24","24"
"397507511","residential","Residencial Los Sueños","gis_osm_landuse_a_free_1","221.0","208.0","209.0","236.0","224.0","321.0","303.0","308.0","298.0","307.0","221.0","751.0","748.0","807.0","541.0","26254.0","2186342","60","4.74","18","104","13","74","363","24","24"
"8091016","suburb","Barrio San Miguelito","gis_osm_places_a_free_1","398.0","786.0","792.0","860.0","825.0","1032.0","812.0","593.0","614.0","251.0","112.0","2274.0","2208.0","927.0","321.0","12267.0","2317939","60","2.94","10","361","11","154","1875","24","24"
"397507510","residential","Vía del Mar","gis_osm_landuse_a_free_1","462.0","403.0","408.0","481.0","455.0","566.0","589.0","713.0","665.0","668.0","558.0","1577.0","1491.0","1722.0","1329.0","37986.0","1924658","60","5.71","20","199","19","169","589","24","24"
"441113482","residential","Ciudad Corinto","gis_osm_landuse_a_free_1","135.0","129.0","127.0","132.0","124.0","172.0","149.0","219.0","199.0","212.0","193.0","523.0","336.0","554.0","468.0","75767.0","1709609","61","5.26","18","64","14","44","184","24","24"
"1231151287","commercial","La Gran Via Lifestyle Center","gis_osm_landuse_a_free_1","410.0","318.0","280.0","328.0","304.0","517.0","592.0","234.0","591.0","277.0","13.0","346.0","912.0","732.0","55.0","3112.0","193464","60","1.72","18","281","15","160","1602","24","24"
"373925847","building","Centro Comercial Multiplaza","gis_osm_buildings_a_free_1","375.0","332.0","275.0","278.0","316.0","446.0","537.0","281.0","553.0","228.0","15.0","382.0","952.0","531.0","38.0","5907.0","342300","60","1.76","18","246","15","152","1452","24","22"
"302009744","residential","Campos Verdes 1","gis_osm_landuse_a_free_1","76.0","88.0","69.0","91.0","81.0","81.0","81.0","85.0","75.0","97.0","69.0","236.0","174.0","273.0","172.0","42473.0","1252596","63","3.86","18","43","19","27","147","24","24"
"8040150","suburb","Barrio Santa Anita","gis_osm_places_a_free_1","128.0","203.0","211.0","204.0","189.0","295.0","215.0","144.0","142.0","97.0","39.0","536.0","449.0","259.0","85.0","22823.0","1271990","60","1.85","10","89","12","46","780","24","24"
"8129584","suburb","Barrio Concepción","gis_osm_places_a_free_1","278.0","450.0","507.0","507.0","483.0","623.0","536.0","354.0","334.0","189.0","83.0","1237.0","907.0","696.0","229.0","6760.0","380579","60","2.5","7","183","11","85","1353","24","24"
"587776977","residential","Residencial Veranda","gis_osm_landuse_a_free_1","63.0","66.0","56.0","69.0","62.0","90.0","81.0","101.0","87.0","89.0","81.0","204.0","209.0","247.0","187.0","45987.0","1314826","60","3.75","18","40","11","23","130","24","24"
"290106664","residential","Residencial Buena Vista 1","gis_osm_landuse_a_free_1","76.0","78.0","76.0","76.0","87.0","130.0","110.0","125.0","122.0","119.0","132.0","298.0","242.0","357.0","270.0","35629.0","1035700","61","4.62","18","55","0","34","137","24","24"
"399981627","residential","Residencial Bosques De La Paz","gis_osm_landuse_a_free_1","116.0","125.0","121.0","131.0","129.0","163.0","148.0","170.0","161.0","175.0","162.0","459.0","351.0","466.0","408.0","91224.0","2135430","89","5.21","20","60","19","41","179","24","24"
"691306776","residential","Urbanización San Mateo","gis_osm_landuse_a_free_1","100.0","102.0","100.0","96.0","106.0","135.0","131.0","156.0","149.0","120.0","120.0","401.0","349.0","348.0","303.0","49390.0","1203196","60","3.99","19","47","10","39","193","24","24"
"397507507","residential","Residencial La Florida","gis_osm_landuse_a_free_1","91.0","104.0","101.0","110.0","115.0","172.0","128.0","157.0","143.0","157.0","155.0","395.0","308.0","484.0","384.0","41395.0","1102913","62","4.66","20","70","18","39","176","24","24"
"6235245","suburb","Barrio Santa Cruz","gis_osm_places_a_free_1","162.0","227.0","214.0","224.0","242.0","297.0","282.0","196.0","236.0","137.0","52.0","604.0","705.0","336.0","143.0","12280.0","1102569","60","3.42","11","127","11","66","482","24","24"
"178904086","building","Metrocentro","gis_osm_buildings_a_free_1","210.0","261.0","266.0","290.0","234.0","338.0","420.0","245.0","378.0","91.0","3.0","453.0","883.0","320.0","14.0","7359.0","932624","60","1.69","14","194","11","111","1192","22","19"
"6235203","suburb","Barrio San Sebastian","gis_osm_places_a_free_1","235.0","289.0","314.0","316.0","329.0","436.0","397.0","322.0","324.0","140.0","43.0","843.0","959.0","399.0","96.0","11140.0","1326595","60","3.51","15","163","10","94","659","24","24"
"13210792","building","Plaza Mundo","gis_osm_buildings_a_free_1","158.0","191.0","192.0","201.0","176.0","234.0","257.0","146.0","252.0","100.0","4.0","340.0","611.0","299.0","10.0","4653.0","128569","60","2.07","14","124","11","77","681","24","20"
"138533078","commercial","Plaza Mundo","gis_osm_landuse_a_free_1","147.0","175.0","179.0","200.0","171.0","223.0","240.0","144.0","227.0","108.0","19.0","316.0","559.0","304.0","48.0","3316.0","178522","61","2.01","14","114","11","67","663","24","24"
"279252574","residential","Residencial Santa Teresa de Las Flores","gis_osm_landuse_a_free_1","85.0","91.0","95.0","97.0","96.0","110.0","106.0","122.0","97.0","110.0","98.0","225.0","209.0","297.0","249.0","52552.0","1021171","64","3.32","18","39","20","28","205","24","24"
"8141489","suburb","Colonia Bosques de Prusia","gis_osm_places_a_free_1","102.0","106.0","95.0","104.0","107.0","140.0","129.0","126.0","125.0","137.0","111.0","284.0","198.0","335.0","252.0","55425.0","1844511","63","3.53","6","50","18","38","222","24","24"
"6736378","suburb","Barrio San Esteban","gis_osm_places_a_free_1","200.0","340.0","401.0","391.0","407.0","535.0","373.0","269.0","248.0","127.0","66.0","1040.0","762.0","510.0","240.0","9892.0","757092","60","2.3","7","165","12","59","1151","24","24"
"6133843","suburb","Barrio San Miguelito","gis_osm_places_a_free_1","175.0","176.0","180.0","176.0","196.0","232.0","250.0","168.0","219.0","152.0","58.0","410.0","522.0","321.0","125.0","24002.0","929511","60","2.87","14","85","12","58","482","24","24"
"6740579","suburb","Barrio La Vega","gis_osm_places_a_free_1","210.0","319.0","347.0","355.0","314.0","453.0","341.0","251.0","215.0","143.0","44.0","867.0","703.0","445.0","124.0","20711.0","539492","60","2.19","7","136","9","60","1067","24","24"
"397497647","residential","Residencial El Paraiso","gis_osm_landuse_a_free_1","74.0","98.0","97.0","102.0","101.0","116.0","130.0","125.0","121.0","115.0","115.0","311.0","290.0","294.0","253.0","34665.0","1125419","62","3.31","18","52","22","31","217","24","24"
"705634200","residential","Fincas de Asturia Sur","gis_osm_landuse_a_free_1","83.0","65.0","67.0","87.0","75.0","91.0","98.0","102.0","106.0","107.0","89.0","248.0","245.0","263.0","196.0","14492.0","2081681","61","2.98","19","37","19","25","190","24","24"
"8134404","suburb","Barrio Lourdes","gis_osm_places_a_free_1","201.0","319.0","337.0","360.0","341.0","477.0","347.0","230.0","230.0","166.0","63.0","866.0","700.0","545.0","183.0","19887.0","958115","60","2.27","18","147","12","57","1048","24","24"
"795794566","residential","Residencial Puerta Real","gis_osm_landuse_a_free_1","106.0","73.0","73.0","80.0","71.0","101.0","105.0","134.0","141.0","140.0","122.0","296.0","247.0","333.0","283.0","46814.0","2015964","60","5.03","21","38","19","37","121","24","24"
"6482979","suburb","Colonia Centroamérica","gis_osm_places_a_free_1","238.0","273.0","240.0","265.0","301.0","363.0","356.0","265.0","255.0","185.0","64.0","672.0","661.0","430.0","149.0","7445.0","484942","60","2.13","11","127","10","67","955","24","24"
"1174014701","residential","Residencial Lomas de San Antonio","gis_osm_landuse_a_free_1","73.0","60.0","68.0","66.0","69.0","85.0","85.0","103.0","89.0","106.0","101.0","220.0","135.0","284.0","232.0","45320.0","1925835","61","6.17","19","26","20","24","82","24","24"
"7973027","suburb","Colonia Monserrat","gis_osm_places_a_free_1","123.0","154.0","140.0","142.0","142.0","200.0","174.0","143.0","135.0","122.0","86.0","401.0","337.0","336.0","194.0","11388.0","1079473","60","2.02","18","71","18","39","533","24","24"
"302296405","residential","Colonia Ciudad Pacífica","gis_osm_landuse_a_free_1","109.0","126.0","113.0","120.0","103.0","155.0","131.0","150.0","142.0","142.0","117.0","319.0","282.0","416.0","253.0","53734.0","1555590","61","4.31","18","78","18","39","199","24","24"
"557566169","residential","Campos Verdes 2","gis_osm_landuse_a_free_1","78.0","84.0","79.0","72.0","72.0","104.0","93.0","109.0","107.0","118.0","89.0","248.0","246.0","289.0","220.0","60517.0","2206954","60","6.0","20","47","19","31","97","24","24"
"1320472920","retail","Microcentro Histórico de San Salvador","gis_osm_landuse_a_free_1","231.0","315.0","357.0","348.0","334.0","443.0","416.0","254.0","301.0","159.0","30.0","816.0","847.0","382.0","75.0","0.0","0","0","2.02","12","166","11","77","1210","24","24"
"6321372","suburb","Barrio San Juan","gis_osm_places_a_free_1","149.0","181.0","219.0","195.0","223.0","255.0","206.0","160.0","171.0","115.0","54.0","498.0","604.0","306.0","136.0","12121.0","1036328","60","3.53","10","99","11","49","405","24","24"
"397501277","residential","Residencial Palmira","gis_osm_landuse_a_free_1","83.0","103.0","86.0","92.0","99.0","140.0","106.0","116.0","121.0","125.0","109.0","338.0","327.0","364.0","300.0","37826.0","2316043","62","3.51","20","58","19","38","202","24","24"
"38045211","building","Centro Comercial Galerías","gis_osm_buildings_a_free_1","184.0","187.0","190.0","162.0","173.0","229.0","251.0","142.0","284.0","86.0","10.0","307.0","603.0","215.0","28.0","0.0","0","0","1.54","14","135","12","82","896","24","24"
"1118447702","residential","Alturas de Tenerife","gis_osm_landuse_a_free_1","90.0","67.0","65.0","67.0","62.0","111.0","94.0","100.0","116.0","99.0","81.0","227.0","231.0","287.0","185.0","35177.0","2330397","60","4.24","19","49","14","31","131","24","24"
"8143482","suburb","Barrio El Calvario","gis_osm_places_a_free_1","110.0","180.0","179.0","167.0","193.0","246.0","180.0","134.0","122.0","79.0","33.0","463.0","309.0","321.0","94.0","19849.0","1024278","60","2.35","18","70","11","31","535","24","24"
"279281427","residential","Recidencial Florida Hometown","gis_osm_landuse_a_free_1","50.0","42.0","44.0","39.0","43.0","61.0","61.0","69.0","68.0","77.0","77.0","158.0","144.0","186.0","132.0","80664.0","2472181","71","6.54","22","23","15","21","52","24","24"
"8129674","suburb","Colonia Atlacatl","gis_osm_places_a_free_1","195.0","284.0","290.0","323.0","308.0","388.0","286.0","174.0","239.0","129.0","43.0","674.0","599.0","465.0","95.0","13730.0","679736","60","2.39","18","137","15","54","867","24","24"
"424940383","building","La Gran Via","gis_osm_buildings_a_free_1","224.0","153.0","110.0","162.0","130.0","236.0","305.0","128.0","315.0","119.0","1.0","144.0","423.0","278.0","2.0","0.0","0","0","1.36","18","145","16","76","973","18","19"
"8132740","suburb","Barrio San Sebastián","gis_osm_places_a_free_1","136.0","173.0","185.0","203.0","179.0","240.0","211.0","164.0","168.0","117.0","37.0","433.0","387.0","362.0","129.0","20713.0","1530431","60","2.58","18","88","12","45","514","24","24"
"1167874841","residential","Barrio El Pilar","gis_osm_landuse_a_free_1","115.0","89.0","66.0","103.0","94.0","131.0","134.0","109.0","137.0","74.0","17.0","241.0","244.0","194.0","47.0","142.0","182","97","2.46","11","42","11","32","297","24","24"
"400282467","residential","Villa Maquilishuat","gis_osm_landuse_a_free_1","39.0","36.0","30.0","29.0","36.0","40.0","50.0","53.0","60.0","59.0","43.0","139.0","134.0","141.0","105.0","48893.0","506274","63","5.91","19","18","14","19","44","24","24"
"441091357","residential","Colonia Lincoln","gis_osm_landuse_a_free_1","43.0","40.0","35.0","38.0","49.0","56.0","54.0","56.0","52.0","45.0","35.0","85.0","86.0","132.0","105.0","32324.0","598690","60","2.69","20","24","11","20","117","24","24"
"6480807","suburb","Barrio Candelaria","gis_osm_places_a_free_1","236.0","333.0","325.0","305.0","326.0","482.0","352.0","221.0","230.0","154.0","49.0","759.0","666.0","432.0","87.0","11261.0","2324426","60","2.05","18","135","12","66","1153","24","24"
"738648891","residential","Residencial Cumbres de Peñaflor","gis_osm_landuse_a_free_1","30.0","34.0","36.0","37.0","34.0","47.0","49.0","52.0","54.0","55.0","47.0","106.0","123.0","139.0","116.0","61704.0","611818","63","4.17","15","14","12","14","64","24","24"
"478303002","residential","Bosques de Santa Elena","gis_osm_landuse_a_free_1","65.0","60.0","48.0","62.0","60.0","75.0","76.0","90.0","95.0","83.0","67.0","209.0","191.0","206.0","162.0","43506.0","1722185","62","3.54","21","30","20","23","126","24","24"
"8134363","suburb","Barrio Las Victorias","gis_osm_places_a_free_1","117.0","203.0","195.0","208.0","205.0","255.0","206.0","128.0","137.0","95.0","32.0","555.0","385.0","286.0","70.0","6453.0","497252","60","2.23","7","88","18","32","623","24","24"
"279449029","residential","Residencial Bosques de Lourdes","gis_osm_landuse_a_free_1","59.0","53.0","52.0","53.0","58.0","66.0","76.0","96.0","73.0","87.0","75.0","199.0","147.0","222.0","192.0","67361.0","2528687","66","4.17","21","31","21","28","100","24","24"
"13918014","suburb","Barrio San Rafael","gis_osm_places_a_free_1","166.0","149.0","159.0","153.0","162.0","207.0","214.0","159.0","204.0","124.0","30.0","400.0","453.0","248.0","80.0","28122.0","1601076","60","2.9","11","71","12","60","417","24","24"
"136900427","military","Aeropuerto Internacional Ilopango","gis_osm_landuse_a_free_1","57.0","89.0","81.0","105.0","82.0","114.0","74.0","58.0","74.0","34.0","29.0","271.0","235.0","131.0","113.0","20240.0","856261","62","2.07","11","45","12","23","291","24","24"
"1184081662","residential","Colonia Zedán Oriente","gis_osm_landuse_a_free_1","69.0","49.0","60.0","62.0","64.0","76.0","69.0","87.0","85.0","69.0","43.0","204.0","246.0","205.0","111.0","46178.0","665741","76","4.58","18","28","13","20","98","24","24"
"691471741","residential","Brisas de San Francisco","gis_osm_landuse_a_free_1","50.0","54.0","46.0","57.0","51.0","65.0","63.0","63.0","61.0","71.0","55.0","173.0","173.0","214.0","157.0","39546.0","607763","64","5.76","20","26","20","17","67","24","24"
"6808041","residential","Residencial Lomas de San Francisco","gis_osm_landuse_a_free_1","52.0","48.0","36.0","43.0","46.0","59.0","57.0","69.0","66.0","52.0","49.0","120.0","125.0","167.0","114.0","7306.0","410159","61","2.94","18","27","12","15","116","24","24"
"279281423","residential","Residencial Vila Constitución","gis_osm_landuse_a_free_1","34.0","37.0","34.0","35.0","38.0","46.0","47.0","64.0","39.0","59.0","56.0","116.0","100.0","159.0","135.0","66162.0","1092986","62","5.65","20","20","19","18","48","24","24"
"398592482","residential","Urbanización Las Jacarandas","gis_osm_landuse_a_free_1","33.0","28.0","29.0","28.0","32.0","39.0","33.0","43.0","30.0","48.0","41.0","66.0","63.0","110.0","111.0","59679.0","953438","83","5.41","5","17","5","13","41","24","24"
"473919219","mall","Centro Comercial Santa Rosa","gis_osm_pois_a_free_1","184.0","150.0","148.0","153.0","165.0","173.0","216.0","142.0","185.0","103.0","15.0","223.0","339.0","281.0","36.0","2924.0","178259","61","2.15","20","74","10","49","554","23","24"
"312346343","residential","Residencial Ciudad Paraiso 1","gis_osm_landuse_a_free_1","43.0","34.0","33.0","32.0","39.0","44.0","40.0","60.0","56.0","56.0","53.0","129.0","110.0","136.0","116.0","91526.0","1426799","89","6.02","19","15","7","11","44","24","24"
"1233886251","residential","Colonia Yumuri","gis_osm_landuse_a_free_1","77.0","89.0","105.0","107.0","116.0","144.0","139.0","107.0","108.0","75.0","56.0","268.0","301.0","228.0","127.0","55267.0","1433516","64","1.9","18","47","12","28","408","24","24"
"178904117","mall","Metrosur","gis_osm_pois_a_free_1","124.0","153.0","191.0","175.0","160.0","244.0","238.0","152.0","200.0","51.0","4.0","344.0","465.0","197.0","15.0","1068.0","9981","60","1.59","13","100","12","60","810","20","22"
"1027236657","mall","Metrocentro Santa Ana","gis_osm_pois_a_free_1","134.0","109.0","124.0","130.0","133.0","163.0","164.0","99.0","177.0","79.0","0.0","208.0","386.0","186.0","5.0","3551.0","240729","60","2.19","15","87","11","51","437","21","15"
"279449007","residential","Residencial Quintas de Las Mercedes","gis_osm_landuse_a_free_1","58.0","46.0","46.0","45.0","61.0","63.0","64.0","76.0","88.0","95.0","72.0","130.0","154.0","218.0","182.0","58399.0","1385714","63","7.09","18","28","13","24","54","24","24"
"198408288","building","Centro Comercial Las Cascadas","gis_osm_buildings_a_free_1","103.0","140.0","141.0","202.0","145.0","168.0","168.0","119.0","126.0","46.0","2.0","286.0","400.0","145.0","7.0","2924.0","250596","61","1.36","11","95","10","56","784","21","17"
"395872623","residential","Villas de Alicante","gis_osm_landuse_a_free_1","40.0","53.0","51.0","49.0","45.0","63.0","58.0","74.0","61.0","70.0","71.0","167.0","144.0","203.0","179.0","42772.0","443906","63","11.22","18","21","0","15","32","24","24"
"337974063","residential","Residencial Santa Elena Sur","gis_osm_landuse_a_free_1","38.0","40.0","32.0","37.0","36.0","54.0","50.0","56.0","54.0","54.0","53.0","136.0","133.0","142.0","127.0","25499.0","661792","61","3.93","19","21","18","21","73","24","24"
"778652762","residential","Colonia Ciudad Toledo","gis_osm_landuse_a_free_1","49.0","30.0","36.0","39.0","49.0","63.0","55.0","64.0","52.0","62.0","47.0","120.0","134.0","140.0","89.0","79680.0","1322493","61","4.06","20","26","18","19","79","24","24"
"279250565","residential","Residencial Miraflores","gis_osm_landuse_a_free_1","23.0","27.0","27.0","26.0","33.0","42.0","35.0","37.0","37.0","32.0","26.0","87.0","95.0","91.0","63.0","204413.0","1651740","67","2.11","18","19","18","8","101","24","24"
"279280435","residential","Res. Villa Palmera","gis_osm_landuse_a_free_1","23.0","28.0","29.0","35.0","36.0","36.0","33.0","34.0","23.0","37.0","39.0","119.0","68.0","131.0","121.0","59378.0","841856","74","7.1","6","17","0","11","31","24","24"
"769819730","residential","Residencial Las Palmeras","gis_osm_landuse_a_free_1","28.0","19.0","28.0","22.0","28.0","31.0","26.0","37.0","31.0","40.0","41.0","59.0","75.0","105.0","85.0","63069.0","593472","226","4.67","16","12","2","10","39","24","24"
"8143460","suburb","Barrio El Centro","gis_osm_places_a_free_1","108.0","174.0","162.0","172.0","167.0","238.0","189.0","115.0","153.0","66.0","9.0","435.0","386.0","205.0","48.0","12539.0","431475","60","2.4","16","70","13","42","505","24","20"
"1184081819","residential","Residencial Las Brisas","gis_osm_landuse_a_free_1","27.0","20.0","23.0","22.0","24.0","24.0","25.0","45.0","27.0","43.0","42.0","101.0","61.0","102.0","105.0","0.0","0","0","13.75","4","9","21","8","12","24","24"
"8129651","suburb","Barrio Cisneros","gis_osm_places_a_free_1","95.0","173.0","206.0","197.0","203.0","250.0","193.0","105.0","133.0","85.0","26.0","471.0","378.0","232.0","94.0","14377.0","2548746","60","1.93","7","77","13","34","682","24","24"
"362322239","residential","Comunidad 22 de Abril.","gis_osm_landuse_a_free_1","26.0","29.0","28.0","32.0","30.0","49.0","31.0","30.0","41.0","35.0","26.0","79.0","74.0","101.0","69.0","12059.0","506537","60","2.18","20","19","19","11","103","24","24"
"465939743","residential","Residencial Los Girasoles","gis_osm_landuse_a_free_1","50.0","47.0","37.0","45.0","38.0","54.0","61.0","67.0","56.0","63.0","64.0","103.0","127.0","162.0","118.0","39299.0","950179","63","3.42","18","20","18","19","97","24","24"
"396041766","residential","Residencial San Jose","gis_osm_landuse_a_free_1","28.0","27.0","27.0","25.0","28.0","35.0","35.0","46.0","36.0","47.0","50.0","98.0","87.0","128.0","105.0","19721.0","282081","61","18.64","18","9","8","9","11","24","24"
"137269034","residential","Puerta La Castellana","gis_osm_landuse_a_free_1","51.0","36.0","46.0","47.0","45.0","54.0","56.0","60.0","65.0","68.0","51.0","155.0","162.0","164.0","133.0","38369.0","402555","75","3.35","18","21","12","16","100","24","24"
"279451812","residential","Residencial Las Jacarandas","gis_osm_landuse_a_free_1","32.0","31.0","28.0","31.0","38.0","44.0","30.0","38.0","39.0","35.0","32.0","122.0","108.0","101.0","97.0","50072.0","762485","62","4.59","7","16","1","10","51","24","24"
"395906292","commercial","Plaza Santa Elena","gis_osm_landuse_a_free_1","124.0","93.0","119.0","104.0","123.0","179.0","198.0","130.0","107.0","86.0","6.0","195.0","263.0","189.0","5.0","1778.0","18536","61","1.51","18","64","10","37","624","21","21"
"14753784","building","Centro Comercial El Paseo","gis_osm_buildings_a_free_1","129.0","98.0","99.0","97.0","84.0","127.0","158.0","105.0","153.0","70.0","6.0","150.0","267.0","166.0","0.0","0.0","0","0","1.67","18","64","12","44","474","18","19"
"279449027","residential","Res. Los chorros","gis_osm_landuse_a_free_1","23.0","25.0","24.0","23.0","28.0","27.0","31.0","38.0","29.0","28.0","26.0","69.0","73.0","77.0","62.0","55137.0","1749032","62","2.51","18","17","10","10","72","24","24"
"6321295","suburb","Barrio San Lorenzo","gis_osm_places_a_free_1","112.0","131.0","124.0","114.0","119.0","158.0","122.0","89.0","105.0","76.0","16.0","301.0","319.0","179.0","48.0","17401.0","1718526","60","2.95","10","57","12","32","298","24","24"
"290281857","building","Pricesmart","gis_osm_buildings_a_free_1","138.0","122.0","138.0","120.0","125.0","155.0","162.0","126.0","137.0","54.0","0.0","199.0","286.0","207.0","0.0","1847.0","30618","62","1.34","19","95","11","41","718","17","16"
